caritive,level-1,level-2,level-3,level-4,level-5,member-1,member-2,member-3,member-4,member-5,member-6,limited-1,limited-2,limited-3,compatible-1,compatible-2,compatible-3,compatible-4,compatible-5,compatible-6,compatible-7,compatible-8,compatible-9,productive-1,syntax_role-1,syntax_role-2,syntax_role-3,syntax_role-4,syntax_role-5,syntax_role-6,special-1,special-2,paraphrase-1,paraphrase-2,paraphrase-3,paraphrase-4,paraphrase-5,etymology-1,etymology-2,etymology-3,etymology-4,animated-1,animated-2,animated-3,reference-1,reference-2,reference-3,semantic_role-1,semantic_role-2,semantic_role-3,semantic_role-4,semantic_role-5,semantic_role-6,semantic_role-7,semantic_role-8,semantic_role-9,semantic_role-10,semantic_role-11,semantic_role-12,semantic_role-13,semantic_role-14,semantic_role-15,semantic_role-16,semantic_role-17,semantic_role-18,semantic_role-19,limited_comember-1,limited_comember-2,state-1,state-2,involvement-1,involvement-2,involvement-3,involvement-4,theme_rheme-1,theme_rheme-2,theme_rheme-3,theme_rheme-4,region
bod-4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,nan,nan,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,Southeast Asia & Oceania
cha-1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,nan,nan,1.0,1.0,1.0,nan,1.0,nan,1.0,1.0,nan,nan,nan,1.0,1.0,nan,1.0,1.0,1.0,nan,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,nan,1.0,nan,1.0,nan,1.0,nan,nan,1.0,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,1.0,1.0,nan,nan,1.0,1.0,1.0,nan,nan,nan,1.0,1.0,nan,nan,Southeast Asia & Oceania
aau-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,1.0,nan,nan,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,nan,nan,1.0,1.0,1.0,nan,nan,nan,1.0,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,1.0,1.0,1.0,nan,nan,Australia & New Guinea
aau-2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,0.0,0.0,1.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,Australia & New Guinea
abz-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,1.0,nan,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,Australia & New Guinea
aey-1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,nan,nan,0.0,nan,1.0,1.0,1.0,1.0,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,0.0,0.0,1.0,0.0,1.0,1.0,nan,nan,1.0,1.0,nan,1.0,1.0,1.0,1.0,1.0,nan,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,0.0,0.0,0.0,nan,1.0,nan,nan,1.0,nan,1.0,nan,1.0,nan,nan,1.0,nan,nan,Australia & New Guinea
cns-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,1.0,1.0,nan,nan,1.0,nan,1.0,nan,1.0,nan,0.0,0.0,0.0,1.0,1.0,1.0,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,1.0,1.0,nan,nan,nan,1.0,1.0,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,Australia & New Guinea
cns-2,0.0,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,nan,1.0,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,Australia & New Guinea
wra-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,nan,1.0,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,1.0,nan,nan,nan,1.0,nan,nan,Australia & New Guinea
mcc-1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,nan,1.0,1.0,1.0,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,1.0,1.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,Australia & New Guinea
ape-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,nan,nan,1.0,0.0,0.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,Australia & New Guinea
wmb-1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,nan,1.0,0.0,1.0,0.0,1.0,1.0,nan,nan,nan,nan,1.0,nan,1.0,nan,1.0,1.0,nan,nan,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,nan,1.0,1.0,1.0,1.0,nan,nan,nan,nan,1.0,1.0,nan,1.0,1.0,nan,1.0,nan,1.0,nan,1.0,nan,nan,nan,nan,1.0,1.0,nan,nan,1.0,1.0,nan,nan,nan,nan,1.0,1.0,1.0,nan,Australia & New Guinea
dgz-1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,nan,0.0,0.0,0.0,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,0.0,0.0,0.0,0.0,1.0,1.0,nan,0.0,0.0,0.0,0.0,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,Australia & New Guinea
dgz-2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,nan,0.0,1.0,0.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,1.0,1.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,1.0,1.0,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,0.0,nan,nan,1.0,nan,nan,nan,Australia & New Guinea
yee-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,nan,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,nan,0.0,nan,1.0,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,Australia & New Guinea
yee-2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,nan,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,nan,0.0,nan,1.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,Australia & New Guinea
gyd-1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,nan,1.0,1.0,nan,1.0,1.0,1.0,nan,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,nan,nan,1.0,nan,1.0,1.0,1.0,1.0,1.0,1.0,nan,0.0,0.0,1.0,1.0,nan,1.0,1.0,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,nan,nan,1.0,1.0,nan,nan,1.0,1.0,nan,nan,1.0,nan,1.0,nan,nan,nan,Australia & New Guinea
kih-1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,nan,1.0,1.0,nan,1.0,1.0,nan,0.0,0.0,0.0,1.0,1.0,1.0,nan,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,1.0,1.0,1.0,1.0,nan,nan,nan,1.0,nan,1.0,nan,nan,1.0,1.0,nan,nan,nan,0.0,1.0,nan,nan,1.0,1.0,nan,1.0,1.0,nan,1.0,1.0,nan,nan,Australia & New Guinea
gia-1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,nan,1.0,0.0,0.0,1.0,nan,1.0,nan,nan,nan,1.0,nan,nan,0.0,nan,1.0,1.0,nan,1.0,1.0,1.0,nan,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,nan,1.0,1.0,1.0,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,1.0,nan,nan,nan,1.0,1.0,nan,nan,1.0,1.0,nan,nan,1.0,nan,nan,1.0,nan,nan,Australia & New Guinea
gni-1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,nan,1.0,nan,0.0,nan,nan,1.0,0.0,0.0,nan,nan,1.0,nan,1.0,1.0,1.0,1.0,nan,nan,1.0,1.0,nan,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,nan,1.0,1.0,nan,nan,0.0,nan,nan,1.0,nan,1.0,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,1.0,1.0,0.0,0.0,nan,nan,nan,1.0,nan,nan,Australia & New Guinea
gni-2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,nan,nan,0.0,0.0,nan,nan,1.0,nan,nan,nan,0.0,0.0,nan,nan,nan,0.0,nan,nan,1.0,nan,0.0,nan,1.0,1.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,0.0,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,Australia & New Guinea
lmc-1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,nan,1.0,nan,nan,nan,nan,nan,1.0,1.0,nan,1.0,1.0,nan,1.0,nan,1.0,nan,0.0,0.0,0.0,0.0,1.0,1.0,nan,0.0,1.0,0.0,nan,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Australia & New Guinea
mpb-1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,nan,nan,nan,1.0,1.0,nan,nan,nan,1.0,nan,nan,1.0,nan,1.0,nan,0.0,0.0,0.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,1.0,nan,1.0,1.0,nan,nan,1.0,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,1.0,1.0,nan,nan,1.0,nan,nan,Australia & New Guinea
vma-1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,nan,0.0,0.0,0.0,1.0,nan,nan,nan,1.0,nan,1.0,1.0,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,nan,nan,nan,nan,1.0,nan,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,1.0,nan,nan,1.0,nan,nan,Australia & New Guinea
kbv-1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,nan,0.0,1.0,nan,0.0,nan,1.0,nan,nan,nan,1.0,0.0,nan,nan,nan,1.0,nan,nan,nan,1.0,1.0,nan,0.0,0.0,0.0,0.0,1.0,1.0,nan,0.0,0.0,0.0,0.0,1.0,nan,1.0,1.0,nan,nan,nan,nan,1.0,nan,nan,1.0,1.0,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,Australia & New Guinea
mpt-1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,nan,nan,1.0,0.0,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,Australia & New Guinea
mtj-1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,Australia & New Guinea
nuy-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,0.0,0.0,nan,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,nan,nan,1.0,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Australia & New Guinea
opm-1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,nan,0.0,1.0,0.0,1.0,1.0,1.0,nan,nan,nan,1.0,0.0,nan,0.0,nan,1.0,nan,nan,nan,1.0,1.0,nan,0.0,0.0,nan,0.0,1.0,1.0,nan,0.0,0.0,0.0,0.0,1.0,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,1.0,nan,nan,1.0,nan,1.0,1.0,nan,nan,nan,nan,1.0,nan,nan,1.0,1.0,nan,nan,nan,nan,1.0,1.0,nan,nan,Australia & New Guinea
bcj-1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,nan,nan,0.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,1.0,1.0,nan,1.0,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,nan,nan,1.0,1.0,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,Australia & New Guinea
bcj-2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,nan,1.0,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,1.0,nan,1.0,nan,nan,nan,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,nan,1.0,nan,1.0,1.0,1.0,nan,1.0,1.0,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,1.0,nan,1.0,nan,1.0,1.0,nan,nan,Australia & New Guinea
tuh-1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,nan,nan,nan,1.0,1.0,nan,1.0,1.0,nan,nan,nan,1.0,nan,nan,nan,0.0,0.0,1.0,0.0,1.0,1.0,nan,0.0,0.0,0.0,0.0,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,Australia & New Guinea
tiw-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,1.0,nan,1.0,1.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,nan,nan,1.0,1.0,1.0,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,1.0,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,Australia & New Guinea
kiw-1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,nan,nan,1.0,1.0,nan,nan,nan,nan,1.0,nan,nan,1.0,nan,nan,nan,1.0,1.0,1.0,nan,1.0,1.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,1.0,nan,nan,1.0,1.0,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,Australia & New Guinea
ppo-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,1.0,nan,0.0,0.0,nan,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,1.0,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,Australia & New Guinea
ale-1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,nan,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,North America
arp-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,North America
arp-2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,1.0,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,North America
miq-1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,1.0,nan,nan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,North America
miq-2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,nan,0.0,nan,1.0,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,North America
miq-3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,1.0,nan,nan,nan,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,nan,1.0,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,North America
nav-1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,nan,nan,nan,0.0,0.0,0.0,nan,nan,1.0,nan,nan,1.0,1.0,nan,nan,1.0,1.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0.0,nan,nan,1.0,1.0,1.0,nan,1.0,0.0,0.0,1.0,1.0,1.0,nan,nan,nan,1.0,nan,nan,1.0,nan,1.0,nan,nan,nan,0.0,nan,nan,nan,1.0,nan,0.0,0.0,0.0,0.0,nan,1.0,nan,nan,North America
nav-2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,nan,1.0,nan,nan,nan,1.0,1.0,0.0,0.0,0.0,0.0,nan,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,1.0,0.0,1.0,nan,0.0,0.0,nan,1.0,nan,nan,North America
nav-3,0.0,0.0,nan,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,1.0,0.0,0.0,nan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,1.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,nan,nan,North America
nhn-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,North America
ote-1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,1.0,1.0,nan,nan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,nan,1.0,nan,1.0,nan,1.0,nan,1.0,1.0,1.0,nan,1.0,nan,nan,1.0,nan,nan,1.0,nan,nan,1.0,nan,nan,nan,1.0,1.0,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,North America
ote-2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,1.0,1.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,nan,1.0,nan,1.0,nan,1.0,1.0,nan,nan,1.0,nan,nan,1.0,nan,1.0,1.0,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,North America
