10-0,10-1,11-0,11-1,12a-0,12a-1,12b-0,12b-1,12c-0,12c-1,12d-0,12d-1,12e-0,12e-1,13-0,13-1,14-0,14-1,15-0,15-1,16-0,16-1,17a-0,17a-1,18b-0,18b-1,18c-0,18c-1,19a-0,19a-1,19b-0,19b-1,19c-0,19c-1,19d-0,19d-1,19e-0,19e-1,19f-0,19f-1,19g-0,19g-1,19h-0,19h-1,19i-0,19i-1,19j-0,19j-1,19k-0,19k-1,19l-0,19l-1,19m-0,19m-1,19n-0,19n-1,19o-0,19o-1,19p-0,19p-1,19q-0,19q-1,19r-0,19r-1,19s-0,19s-1,1a-0,1a-1,1b-0,1b-1,1c-0,1c-1,1d-0,1d-1,1e-0,1e-1,21a-0,21a-1,22a-0,22a-1,22b-0,22b-1,23a-0,23a-1,23b-0,23b-1,24b-0,24b-1,25a-0,25a-1,25b-0,25b-1,2a-0,2a-1,2b-0,2b-1,2c-0,2c-1,2d-0,2d-1,3-0,3-1,4-0,4-1,5a-0,5a-1,5b-0,5b-1,5c-0,5c-1,6a-0,6a-1,6b-0,6b-1,6c-0,6c-1,6d-0,6d-1,6e-0,6e-1,6f-0,6f-1,6g-0,6g-1,6h-0,6h-1,6i-0,6i-1,7-0,7-1,8a-0,8a-1,8b-0,8b-1,8c-0,8c-1,8d-0,8d-1,8e-0,8e-1,9-0,9-1
0.0,0.05,0.0,0.07407407407407407,0.031746031746031744,0.0,0.031746031746031744,0.0,0.044444444444444446,0.0,0.05128205128205128,0.0,0.0,0.0,0.0,0.16666666666666666,0.045454545454545456,0.0,0.0,0.05,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.25,0.0,0.25,0.0,0.4,0.0,0.6666666666666666,0.0,0.5,0.0,1.0,0.0,,,0.3333333333333333,0.02631578947368421,0.6666666666666666,0.0,1.0,0.06666666666666667,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.03571428571428571,0.6666666666666666,0.0,0.16666666666666666,0.0,0.15384615384615385,0.0,0.15384615384615385,0.0,0.125,0.03225806451612903,0.0,0.0,0.025974025974025976,0.0,0.024691358024691357,0.0,0.02,0.023255813953488372,0.024096385542168676,0.0,0.014705882352941176,0.04,1.0,0.015873015873015872,0.3333333333333333,0.0,0.16666666666666666,0.0,0.5,0.0,0.3333333333333333,0.0,0.0,0.01818181818181818,0.3333333333333333,0.0,0.5,0.0,0.028985507246376812,0.0,0.02,0.023255813953488372,0.01639344262295082,0.03333333333333333,0.0,0.14285714285714285,0.125,0.0,0.05555555555555555,0.0,0.08333333333333333,0.0,0.0,0.0,0.14285714285714285,0.0,0.5,0.012048192771084338,0.4,0.0,0.2857142857142857,0.0,0.5,0.0,0.125,0.03571428571428571,0.09090909090909091,0.0,0.14285714285714285,0.0,0.125,0.0,0.0,0.1,0.0,0.0425531914893617,0.1111111111111111,0.017857142857142856,0.125,0.0,0.2,0.0,0.0,0.04081632653061224,0.2857142857142857,0.0,0.14285714285714285,0.0
0.37254901960784315,0.45,0.3709677419354839,0.48148148148148145,0.42857142857142855,0.2727272727272727,0.4603174603174603,0.18181818181818182,0.4,0.4,0.358974358974359,0.48484848484848486,0.42857142857142855,0.3333333333333333,0.40625,0.16666666666666666,0.36363636363636365,0.4782608695652174,0.3333333333333333,0.5,0.4444444444444444,0.7142857142857143,0.6666666666666666,0.5192307692307693,0.6666666666666666,0.47619047619047616,0.75,0.6923076923076923,0.625,0.4318181818181818,0.4,0.53125,0.0,0.6341463414634146,0.25,0.55,0.0,0.59375,,,0.6666666666666666,0.6842105263157895,0.3333333333333333,0.6666666666666666,0.0,0.8,0.0,0.8333333333333334,0.0,0.6774193548387096,0.0,0.8,0.5,0.6071428571428571,0.3333333333333333,0.59375,0.75,0.75,0.7692307692307693,0.3333333333333333,0.7692307692307693,0.5,0.5,0.5161290322580645,1.0,0.5416666666666666,0.3246753246753247,0.7333333333333333,0.38271604938271603,0.5,0.44,0.3488372093023256,0.42168674698795183,0.2,0.4264705882352941,0.32,0.0,0.4126984126984127,0.6666666666666666,0.5172413793103449,0.8333333333333334,0.6666666666666666,0.5,0.6956521739130435,0.6666666666666666,0.9230769230769231,1.0,0.4909090909090909,0.6666666666666666,1.0,0.5,1.0,0.2898550724637681,0.6956521739130435,0.46,0.32558139534883723,0.45901639344262296,0.3,0.359375,0.14285714285714285,0.5,0.6842105263157895,0.4444444444444444,0.5,0.5,0.3,0.3333333333333333,0.48484848484848486,0.42857142857142855,0.5454545454545454,0.0,0.4457831325301205,0.4,0.6875,0.5714285714285714,0.43333333333333335,0.25,0.6521739130434783,0.375,0.6785714285714286,0.6818181818181818,0.34782608695652173,0.5,0.5555555555555556,0.6875,0.5,0.5,0.7,0.6,0.5106382978723404,0.1111111111111111,0.42857142857142855,0.4375,0.8,0.1,0.4375,0.25,0.5714285714285714,0.2857142857142857,0.509090909090909,0.5,0.6875
0.0196078431372549,0.05,0.016129032258064516,0.07407407407407407,0.031746031746031744,0.0,0.031746031746031744,0.0,0.022222222222222223,0.03333333333333333,0.02564102564102564,0.030303030303030304,0.0,0.0,0.03125,0.0,0.045454545454545456,0.043478260869565216,0.0,0.05,0.0,0.0,0.3333333333333333,0.019230769230769232,0.0,0.047619047619047616,0.0,0.15384615384615385,0.25,0.022727272727272728,0.2,0.0625,0.3333333333333333,0.04878048780487805,0.5,0.025,0.5,0.0,0.5,0.05405405405405406,,,0.6666666666666666,0.037037037037037035,1.0,0.0,0.5,0.1111111111111111,0.5,0.03225806451612903,0.5,0.0,0.0,0.03571428571428571,0.3333333333333333,0.03125,0.25,0.0,0.23076923076923078,0.0,0.23076923076923078,0.0,0.0,0.06451612903225806,0.0,0.0,0.03896103896103896,0.0,0.037037037037037035,0.0,0.02,0.046511627906976744,0.03614457831325301,0.0,0.029411764705882353,0.04,0.0,0.047619047619047616,0.3333333333333333,0.034482758620689655,0.16666666666666666,0.1111111111111111,0.0,0.08695652173913043,0.0,0.15384615384615385,0.0,0.03636363636363636,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.02,0.046511627906976744,0.03278688524590164,0.03333333333333333,0.015625,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.5,0.024096385542168676,0.2,0.125,0.14285714285714285,0.06666666666666667,0.25,0.0,0.0,0.07142857142857142,0.13636363636363635,0.0,0.07142857142857142,0.0,0.0625,0.0,0.0,0.0,0.0,0.06382978723404255,0.0,0.05357142857142857,0.0625,0.0,0.1,0.041666666666666664,0.0,0.061224489795918366,0.14285714285714285,0.03636363636363636,0.14285714285714285,0.0
0.37254901960784315,0.475,0.3548387096774194,0.5555555555555556,0.4603174603174603,0.2727272727272727,0.4444444444444444,0.45454545454545453,0.4444444444444444,0.43333333333333335,0.4358974358974359,0.48484848484848486,0.42857142857142855,0.0,0.40625,0.3333333333333333,0.4090909090909091,0.4782608695652174,0.4444444444444444,0.4,0.4444444444444444,0.8571428571428571,0.6666666666666666,0.4807692307692308,0.6666666666666666,0.5,0.75,0.6153846153846154,0.5,0.4772727272727273,0.6,0.46875,0.3333333333333333,0.6341463414634146,0.25,0.575,0.5,0.6875,0.5,0.7027027027027027,,,0.3333333333333333,0.6666666666666666,0.0,0.8,0.5,0.7222222222222222,0.5,0.7096774193548387,0.5,0.8,1.0,0.6428571428571429,0.6666666666666666,0.59375,0.6666666666666666,0.75,0.6923076923076923,0.6666666666666666,0.6923076923076923,0.5,0.5,0.45161290322580644,1.0,0.4583333333333333,0.33766233766233766,0.7333333333333333,0.38271604938271603,0.5833333333333334,0.48,0.32558139534883723,0.43373493975903615,0.2,0.4264705882352941,0.36,1.0,0.42857142857142855,0.6666666666666666,0.5517241379310345,0.8333333333333334,0.5555555555555556,1.0,0.6521739130434783,1.0,0.6923076923076923,1.0,0.4909090909090909,1.0,0.9,1.0,1.0,0.2898550724637681,0.782608695652174,0.46,0.3488372093023256,0.47540983606557374,0.26666666666666666,0.375,0.2857142857142857,0.5,0.631578947368421,0.3888888888888889,0.5,0.5833333333333334,0.5,0.3333333333333333,0.48484848484848486,0.5714285714285714,0.4772727272727273,0.0,0.4578313253012048,0.4,0.6875,0.5714285714285714,0.4,0.5,0.6956521739130435,0.5,0.5714285714285714,0.6818181818181818,0.34782608695652173,0.6428571428571429,0.6666666666666666,0.8125,0.5625,0.75,0.7,0.8,0.46808510638297873,0.2222222222222222,0.48214285714285715,0.5,0.8,0.2,0.4583333333333333,0.25,0.5306122448979592,0.5714285714285714,0.5272727272727272,0.5714285714285714,0.75
0.0196078431372549,0.05,0.016129032258064516,0.07407407407407407,0.047619047619047616,0.0,0.047619047619047616,0.0,0.044444444444444446,0.03333333333333333,0.05128205128205128,0.030303030303030304,0.0,0.0,0.03125,0.16666666666666666,0.09090909090909091,0.0,0.0,0.1,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.023809523809523808,0.25,0.07692307692307693,0.375,0.0,0.4,0.03125,0.6666666666666666,0.024390243902439025,0.5,0.025,1.0,0.0,1.0,0.02702702702702703,0.6666666666666666,0.02631578947368421,,,1.0,0.06666666666666667,1.0,0.05555555555555555,1.0,0.0,1.0,0.0,0.5,0.03571428571428571,0.6666666666666666,0.0,0.25,0.0,0.23076923076923078,0.0,0.23076923076923078,0.0,0.125,0.03225806451612903,0.0,0.0,0.03896103896103896,0.0,0.037037037037037035,0.0,0.02,0.046511627906976744,0.03614457831325301,0.0,0.029411764705882353,0.04,1.0,0.031746031746031744,0.6666666666666666,0.0,0.3333333333333333,0.0,0.5,0.043478260869565216,0.3333333333333333,0.07692307692307693,0.0,0.03636363636363636,0.3333333333333333,0.0,0.5,0.0,0.043478260869565216,0.0,0.02,0.046511627906976744,0.03278688524590164,0.03333333333333333,0.015625,0.14285714285714285,0.125,0.0,0.05555555555555555,0.0,0.08333333333333333,0.0,0.0,0.0,0.14285714285714285,0.022727272727272728,0.5,0.024096385542168676,0.4,0.0625,0.2857142857142857,0.03333333333333333,0.5,0.0,0.125,0.03571428571428571,0.13636363636363635,0.0,0.14285714285714285,0.0,0.125,0.0,0.0,0.1,0.0,0.06382978723404255,0.1111111111111111,0.03571428571428571,0.125,0.0,0.2,0.020833333333333332,0.0,0.061224489795918366,0.2857142857142857,0.01818181818181818,0.14285714285714285,0.0
0.2549019607843137,0.35,0.25806451612903225,0.4074074074074074,0.31746031746031744,0.09090909090909091,0.30158730158730157,0.18181818181818182,0.28888888888888886,0.3,0.3333333333333333,0.24242424242424243,0.42857142857142855,0.0,0.375,0.5,0.45454545454545453,0.34782608695652173,0.37037037037037035,0.3,0.6666666666666666,0.7142857142857143,0.3333333333333333,0.38461538461538464,0.3333333333333333,0.5238095238095238,0.5,0.6923076923076923,0.25,0.4318181818181818,0.2,0.53125,0.0,0.5121951219512195,0.25,0.425,0.0,0.625,0.0,0.4864864864864865,0.3333333333333333,0.47368421052631576,,,0.0,0.6666666666666666,0.0,0.6111111111111112,0.0,0.5806451612903226,0.0,0.6666666666666666,0.5,0.5714285714285714,0.3333333333333333,0.625,0.6666666666666666,0.75,0.6923076923076923,0.3333333333333333,0.6923076923076923,1.0,0.5,0.45161290322580644,1.0,0.4583333333333333,0.2727272727272727,0.4,0.2839506172839506,0.3333333333333333,0.24,0.3488372093023256,0.3253012048192771,0.0,0.27941176470588236,0.32,0.0,0.38095238095238093,0.3333333333333333,0.4482758620689655,0.6666666666666666,0.7777777777777778,0.5,0.6521739130434783,0.6666666666666666,0.7692307692307693,1.0,0.4,0.6666666666666666,0.8,0.5,1.0,0.2753623188405797,0.34782608695652173,0.24,0.3488372093023256,0.32786885245901637,0.2,0.3125,0.2857142857142857,0.5,0.3684210526315789,0.4444444444444444,0.3333333333333333,0.25,0.3,0.4166666666666667,0.3939393939393939,0.42857142857142855,0.4090909090909091,0.0,0.3253012048192771,0.2,0.6875,0.42857142857142855,0.4666666666666667,0.25,0.6521739130434783,0.375,0.4642857142857143,0.5909090909090909,0.21739130434782608,0.6428571428571429,0.4444444444444444,0.75,0.1875,0.75,0.5,0.2,0.40425531914893614,0.1111111111111111,0.375,0.4375,0.8,0.1,0.5,0.25,0.46938775510204084,0.42857142857142855,0.41818181818181815,0.5714285714285714,0.375
0.0,0.025,0.0,0.037037037037037035,0.015873015873015872,0.0,0.015873015873015872,0.0,0.022222222222222223,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.2,0.0,0.3333333333333333,0.0,0.25,0.0,0.5,0.0,0.5,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,,,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.03571428571428571,0.3333333333333333,0.0,0.08333333333333333,0.0,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.03225806451612903,0.0,0.0,0.012987012987012988,0.0,0.012345679012345678,0.0,0.02,0.0,0.012048192771084338,0.0,0.0,0.04,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014492753623188406,0.0,0.02,0.0,0.0,0.03333333333333333,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2,0.0,0.14285714285714285,0.0,0.25,0.0,0.0,0.03571428571428571,0.045454545454545456,0.0,0.07142857142857142,0.0,0.0625,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.017857142857142856,0.0625,0.0,0.1,0.0,0.0,0.02040816326530612,0.14285714285714285,0.0,0.07142857142857142,0.0
0.0784313725490196,0.275,0.0967741935483871,0.3333333333333333,0.1746031746031746,0.18181818181818182,0.20634920634920634,0.0,0.26666666666666666,0.03333333333333333,0.28205128205128205,0.06060606060606061,0.17857142857142858,0.0,0.21875,0.5,0.2727272727272727,0.21739130434782608,0.2962962962962963,0.25,0.3333333333333333,0.14285714285714285,0.3333333333333333,0.21153846153846154,0.3333333333333333,0.2619047619047619,0.5,0.5384615384615384,0.25,0.25,0.4,0.375,0.3333333333333333,0.2926829268292683,0.25,0.325,0.5,0.34375,0.5,0.32432432432432434,0.0,0.3157894736842105,0.3333333333333333,0.37037037037037035,,,0.5,0.5,0.5,0.2903225806451613,0.5,0.6,1.0,0.32142857142857145,0.6666666666666666,0.34375,0.6666666666666666,0.5,0.6923076923076923,0.3333333333333333,0.6923076923076923,0.5,0.625,0.25806451612903225,0.6666666666666666,0.20833333333333334,0.16883116883116883,0.13333333333333333,0.13580246913580246,0.3333333333333333,0.1,0.23255813953488372,0.1686746987951807,0.1,0.16176470588235295,0.16,1.0,0.2222222222222222,0.3333333333333333,0.3103448275862069,0.6666666666666666,0.5555555555555556,0.5,0.5217391304347826,0.6666666666666666,0.6923076923076923,0.0,0.2727272727272727,1.0,0.8,1.0,1.0,0.13043478260869565,0.2608695652173913,0.12,0.20930232558139536,0.18032786885245902,0.13333333333333333,0.140625,0.14285714285714285,0.625,0.21052631578947367,0.4444444444444444,0.16666666666666666,0.4166666666666667,0.3,0.25,0.2727272727272727,0.14285714285714285,0.2727272727272727,0.0,0.18072289156626506,0.2,0.5625,0.2857142857142857,0.3,0.25,0.391304347826087,0.5,0.32142857142857145,0.45454545454545453,0.13043478260869565,0.6428571428571429,0.3333333333333333,0.625,0.125,0.5,0.3,0.0,0.2765957446808511,0.2222222222222222,0.21428571428571427,0.5,0.4,0.2,0.25,0.25,0.24489795918367346,0.5714285714285714,0.16363636363636364,0.42857142857142855,0.25
0.0,0.05,0.0,0.07407407407407407,0.031746031746031744,0.0,0.031746031746031744,0.0,0.044444444444444446,0.0,0.05128205128205128,0.0,0.0,0.0,0.0,0.16666666666666666,0.045454545454545456,0.0,0.0,0.05,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.25,0.0,0.25,0.0,0.4,0.0,0.6666666666666666,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.02631578947368421,0.6666666666666666,0.0,1.0,0.06666666666666667,,,1.0,0.0,1.0,0.0,0.5,0.03571428571428571,0.6666666666666666,0.0,0.16666666666666666,0.0,0.15384615384615385,0.0,0.15384615384615385,0.0,0.125,0.03225806451612903,0.0,0.0,0.025974025974025976,0.0,0.024691358024691357,0.0,0.02,0.023255813953488372,0.024096385542168676,0.0,0.014705882352941176,0.04,1.0,0.015873015873015872,0.3333333333333333,0.0,0.16666666666666666,0.0,0.5,0.0,0.3333333333333333,0.0,0.0,0.01818181818181818,0.3333333333333333,0.0,0.5,0.0,0.028985507246376812,0.0,0.02,0.023255813953488372,0.01639344262295082,0.03333333333333333,0.0,0.14285714285714285,0.125,0.0,0.05555555555555555,0.0,0.08333333333333333,0.0,0.0,0.0,0.14285714285714285,0.0,0.5,0.012048192771084338,0.4,0.0,0.2857142857142857,0.0,0.5,0.0,0.125,0.03571428571428571,0.09090909090909091,0.0,0.14285714285714285,0.0,0.125,0.0,0.0,0.1,0.0,0.0425531914893617,0.1111111111111111,0.017857142857142856,0.125,0.0,0.2,0.0,0.0,0.04081632653061224,0.2857142857142857,0.0,0.14285714285714285,0.0
0.17647058823529413,0.225,0.16129032258064516,0.2962962962962963,0.20634920634920634,0.09090909090909091,0.20634920634920634,0.09090909090909091,0.17777777777777778,0.16666666666666666,0.15384615384615385,0.21212121212121213,0.2857142857142857,0.3333333333333333,0.21875,0.16666666666666666,0.22727272727272727,0.21739130434782608,0.18518518518518517,0.2,0.3333333333333333,0.2857142857142857,0.3333333333333333,0.3076923076923077,0.0,0.35714285714285715,0.25,0.6153846153846154,0.25,0.3409090909090909,0.0,0.375,0.0,0.34146341463414637,0.25,0.375,0.0,0.375,0.0,0.40540540540540543,0.6666666666666666,0.34210526315789475,0.3333333333333333,0.4074074074074074,0.0,0.6,,,0.0,0.3548387096774194,0.0,0.5333333333333333,0.5,0.32142857142857145,0.3333333333333333,0.34375,0.6666666666666666,0.5,0.6923076923076923,0.3333333333333333,0.6923076923076923,0.5,0.375,0.3548387096774194,0.6666666666666666,0.2916666666666667,0.2077922077922078,0.13333333333333333,0.19753086419753085,0.16666666666666666,0.1,0.3023255813953488,0.21686746987951808,0.0,0.20588235294117646,0.16,0.0,0.23809523809523808,0.3333333333333333,0.41379310344827586,0.6666666666666666,0.6666666666666666,0.0,0.5217391304347826,0.3333333333333333,0.6923076923076923,0.0,0.3090909090909091,0.6666666666666666,0.7,0.5,0.875,0.18840579710144928,0.21739130434782608,0.1,0.3023255813953488,0.2459016393442623,0.1,0.1875,0.14285714285714285,0.5,0.15789473684210525,0.3888888888888889,0.16666666666666666,0.5,0.2,0.25,0.2727272727272727,0.14285714285714285,0.3181818181818182,0.0,0.21686746987951808,0.2,0.625,0.2857142857142857,0.36666666666666664,0.0,0.4782608695652174,0.125,0.35714285714285715,0.45454545454545453,0.17391304347826086,0.42857142857142855,0.2222222222222222,0.625,0.125,0.5,0.5,0.2,0.3404255319148936,0.1111111111111111,0.2857142857142857,0.4375,0.2,0.1,0.25,0.0,0.3469387755102041,0.2857142857142857,0.2545454545454545,0.35714285714285715,0.375
0.0,0.05,0.0,0.07407407407407407,0.031746031746031744,0.0,0.031746031746031744,0.0,0.044444444444444446,0.0,0.05128205128205128,0.0,0.0,0.0,0.0,0.16666666666666666,0.045454545454545456,0.0,0.0,0.05,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.25,0.0,0.25,0.0,0.4,0.0,0.6666666666666666,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.02631578947368421,0.6666666666666666,0.0,1.0,0.06666666666666667,1.0,0.0,,,1.0,0.0,0.5,0.03571428571428571,0.6666666666666666,0.0,0.16666666666666666,0.0,0.15384615384615385,0.0,0.15384615384615385,0.0,0.125,0.03225806451612903,0.0,0.0,0.025974025974025976,0.0,0.024691358024691357,0.0,0.02,0.023255813953488372,0.024096385542168676,0.0,0.014705882352941176,0.04,1.0,0.015873015873015872,0.3333333333333333,0.0,0.16666666666666666,0.0,0.5,0.0,0.3333333333333333,0.0,0.0,0.01818181818181818,0.3333333333333333,0.0,0.5,0.0,0.028985507246376812,0.0,0.02,0.023255813953488372,0.01639344262295082,0.03333333333333333,0.0,0.14285714285714285,0.125,0.0,0.05555555555555555,0.0,0.08333333333333333,0.0,0.0,0.0,0.14285714285714285,0.0,0.5,0.012048192771084338,0.4,0.0,0.2857142857142857,0.0,0.5,0.0,0.125,0.03571428571428571,0.09090909090909091,0.0,0.14285714285714285,0.0,0.125,0.0,0.0,0.1,0.0,0.0425531914893617,0.1111111111111111,0.017857142857142856,0.125,0.0,0.2,0.0,0.0,0.04081632653061224,0.2857142857142857,0.0,0.14285714285714285,0.0
0.29411764705882354,0.4,0.3064516129032258,0.4444444444444444,0.31746031746031744,0.2727272727272727,0.3492063492063492,0.18181818181818182,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.39285714285714285,0.0,0.4375,0.3333333333333333,0.36363636363636365,0.391304347826087,0.2962962962962963,0.4,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.4423076923076923,0.3333333333333333,0.47619047619047616,0.5,0.6923076923076923,0.375,0.4318181818181818,0.4,0.46875,0.0,0.5365853658536586,0.25,0.45,0.0,0.5625,0.0,0.5675675675675675,0.3333333333333333,0.5789473684210527,0.0,0.6666666666666666,0.0,0.6,0.0,0.6111111111111112,,,0.0,0.8666666666666667,0.5,0.6071428571428571,0.3333333333333333,0.5,0.6666666666666666,1.0,0.6923076923076923,0.3333333333333333,0.6923076923076923,1.0,0.375,0.4838709677419355,1.0,0.5,0.3246753246753247,0.4,0.30864197530864196,0.5,0.3,0.37209302325581395,0.3614457831325301,0.1,0.3088235294117647,0.4,0.0,0.4126984126984127,0.3333333333333333,0.5517241379310345,0.6666666666666666,0.6666666666666666,0.5,0.6086956521739131,0.6666666666666666,0.6923076923076923,1.0,0.43636363636363634,0.6666666666666666,0.8,0.5,0.875,0.3188405797101449,0.391304347826087,0.32,0.3488372093023256,0.3442622950819672,0.3333333333333333,0.328125,0.14285714285714285,0.5,0.3157894736842105,0.3333333333333333,0.5833333333333334,0.3333333333333333,0.3,0.4166666666666667,0.42424242424242425,0.42857142857142855,0.5227272727272727,0.0,0.37349397590361444,0.2,0.6875,0.42857142857142855,0.4,0.25,0.6086956521739131,0.375,0.5357142857142857,0.6363636363636364,0.2608695652173913,0.5714285714285714,0.5555555555555556,0.625,0.3125,0.75,0.6,0.4,0.44680851063829785,0.2222222222222222,0.39285714285714285,0.375,1.0,0.1,0.4166666666666667,0.25,0.4897959183673469,0.2857142857142857,0.4727272727272727,0.5714285714285714,0.5
0.0,0.05,0.0,0.07407407407407407,0.031746031746031744,0.0,0.031746031746031744,0.0,0.044444444444444446,0.0,0.05128205128205128,0.0,0.0,0.0,0.0,0.16666666666666666,0.045454545454545456,0.0,0.0,0.05,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.25,0.0,0.25,0.0,0.4,0.0,0.6666666666666666,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.02631578947368421,0.6666666666666666,0.0,1.0,0.06666666666666667,1.0,0.0,1.0,0.0,,,0.5,0.03571428571428571,0.6666666666666666,0.0,0.16666666666666666,0.0,0.15384615384615385,0.0,0.15384615384615385,0.0,0.125,0.03225806451612903,0.0,0.0,0.025974025974025976,0.0,0.024691358024691357,0.0,0.02,0.023255813953488372,0.024096385542168676,0.0,0.014705882352941176,0.04,1.0,0.015873015873015872,0.3333333333333333,0.0,0.16666666666666666,0.0,0.5,0.0,0.3333333333333333,0.0,0.0,0.01818181818181818,0.3333333333333333,0.0,0.5,0.0,0.028985507246376812,0.0,0.02,0.023255813953488372,0.01639344262295082,0.03333333333333333,0.0,0.14285714285714285,0.125,0.0,0.05555555555555555,0.0,0.08333333333333333,0.0,0.0,0.0,0.14285714285714285,0.0,0.5,0.012048192771084338,0.4,0.0,0.2857142857142857,0.0,0.5,0.0,0.125,0.03571428571428571,0.09090909090909091,0.0,0.14285714285714285,0.0,0.125,0.0,0.0,0.1,0.0,0.0425531914893617,0.1111111111111111,0.017857142857142856,0.125,0.0,0.2,0.0,0.0,0.04081632653061224,0.2857142857142857,0.0,0.14285714285714285,0.0
0.13725490196078433,0.2,0.14516129032258066,0.2222222222222222,0.1746031746031746,0.18181818181818182,0.20634920634920634,0.09090909090909091,0.2222222222222222,0.13333333333333333,0.20512820512820512,0.18181818181818182,0.14285714285714285,0.3333333333333333,0.25,0.16666666666666666,0.18181818181818182,0.2608695652173913,0.18518518518518517,0.25,0.2222222222222222,0.2857142857142857,0.3333333333333333,0.21153846153846154,0.3333333333333333,0.2857142857142857,0.5,0.6153846153846154,0.625,0.20454545454545456,0.6,0.3125,0.0,0.34146341463414637,0.0,0.375,0.0,0.375,0.0,0.32432432432432434,0.0,0.3157894736842105,0.0,0.37037037037037035,0.0,0.6,0.0,0.4444444444444444,0.0,0.41935483870967744,,,0.5,0.35714285714285715,0.3333333333333333,0.34375,0.5833333333333334,0.75,0.6153846153846154,0.3333333333333333,0.6153846153846154,0.5,0.5,0.1935483870967742,0.6666666666666666,0.20833333333333334,0.16883116883116883,0.13333333333333333,0.13580246913580246,0.3333333333333333,0.14,0.18604651162790697,0.18072289156626506,0.0,0.14705882352941177,0.2,0.0,0.2222222222222222,0.3333333333333333,0.3103448275862069,0.6666666666666666,0.5555555555555556,0.5,0.4782608695652174,0.6666666666666666,0.5384615384615384,1.0,0.23636363636363636,0.6666666666666666,0.6,0.5,0.875,0.14492753623188406,0.21739130434782608,0.14,0.18604651162790697,0.18032786885245902,0.13333333333333333,0.15625,0.14285714285714285,0.5,0.21052631578947367,0.2777777777777778,0.25,0.16666666666666666,0.2,0.25,0.21212121212121213,0.2857142857142857,0.2727272727272727,0.0,0.18072289156626506,0.4,0.5625,0.42857142857142855,0.3,0.25,0.391304347826087,0.5,0.25,0.4090909090909091,0.17391304347826086,0.5,0.5555555555555556,0.4375,0.3125,0.5,0.4,0.2,0.2553191489361702,0.1111111111111111,0.23214285714285715,0.375,0.8,0.1,0.22916666666666666,0.125,0.2653061224489796,0.2857142857142857,0.21818181818181817,0.42857142857142855,0.25
